index,TCP_Number,Year,cleaned_year
42712,A69743,1662,1662
42713,A69745,1662,1662
42714,A69746,1662,1662
42715,A69752,1641,1641
42716,A69756,1647,1647
42717,A69760,1649,1649
42718,A69763,1687,1687
42719,A69765,1699,1699
42720,A69774,1686,1686
42721,A69780,1688,1688
42722,A69782,1660,1660
42723,A69786,1677,1677
42724,A69790,1680,1680
42725,A69796,1687,1687
42726,A69797,1679,1679
42727,A69807,1681,1681
42728,A69808,1677,1677
42729,A69811,1700,1700
42730,A69817,1682,1682
42731,A69820,1646,1646
42732,A69830,1698,1698
42733,A69852,1695,1695
42734,A69856,1698,1698
42735,A69861,1700,1700
42736,A69862,1641,1641
42737,A69869,1691,1691
42738,A69877,1685,1685
42739,A69910,1679,1679
42740,A69916,1698,1698
42741,A69918,1678,1678
42742,A69920,1642,1642
42743,A69922,1642,1642
42744,A69923,1642,1642
42745,A69943,1643,1643
42746,A69950,1660,1660
42747,A69959,1649,1649
42748,A69964,1663,1663
42749,A69967,1672,1672
42750,A69974,1691,1691
42751,A69979,1696,1696
42752,A69984,1653,1653
42753,A69996,1669,1669
42754,A70001,1691,1691
42755,A70003,1688,1688
42756,A70008,1665,1665
42757,A70014,1694,1694
42758,A70033,1685,1685
42759,A70035,1643,1643
42760,A70041,1663,1663
42761,A70044,1672,1672
42762,A70048,1673,1673
42763,A70059,1641,1641
42764,A70062,1689,1689
42765,A70068,1688,1688
42766,A70069,1683,1683
42767,A70072,1685,1685
42768,A70091,1672,1672
42769,A70095,1682,1682
42770,A70115,1693,1693
42771,A70119,1659,1659
42772,A70139,1680,1680
42773,A70165,1641,1641
42774,A70168,1676,1676
42775,A70192,1655,1655
42776,A70200,1663,1663
42777,A70203,1689,1689
42778,A70211,1683,1683
42779,A70212,1645,1645
42780,A70213,1700,1700
42781,A70215,1682,1682
42782,A70224,1680,1680
42783,A70229,1674,1674
42784,A70235,1643,1643
42785,A70238,1686,1686
42786,A70239,1668,1668
42787,A70241,1676,1676
42788,A70248,1696,1696
42789,A70250,1641,1641
42790,A70253,1673,1673
42791,A70266,1693,1693
42792,A70268,1677,1677
42793,A70269,1695,1695
42794,A70285,1692,1692
42795,A70290,1695,1695
42796,A70295,1661,1661
42797,A70296,1644,1644
42798,A70297,1679,1679
42799,A70300,1699,1699
42800,A70305,1674,1674
42801,A70314,1679,1679
42802,A70324,1690,1690
42803,A70327,1687,1687
42804,A70332,1659,1659
42805,A70336,1685,1685
42806,A70341,1688,1688
42807,A70343,1646,1646
42808,A70347,1678,1678
42809,A70351,1682,1682
42810,A70357,1685,1685
42811,A70359,1641,1641
42812,A70368,1693,1693
42813,A70370,1699,1699
42814,A70374,1697,1697
42815,A70375,1645,1645
42816,A70377,1656,1656
42817,A70380,1679,1679
42818,A70384,1690,1690
42819,A70389,1691,1691
42820,A70392,1668,1668
42821,A70398,1647,1647
42822,A70405,1685,1685
42823,A70407,1661,1661
42824,A70412,1664,1664
42825,A70426,1677,1677
42826,A70427,1694,1694
42827,A70429,1678,1678
42828,A70431,1699,1699
42829,A70433,1682,1682
42830,A70441,1678,1678
42831,A70443,1682,1682
42832,A70445,1678,1678
42833,A70447,1679,1679
42834,A70453,1673,1673
42835,A70459,1682,1682
42836,A70461,1644,1644
42837,A70462,1681,1681
42838,A70471,1660,1660
42839,A70480,1660,1660
42840,A70481,1681,1681
42841,A70483,1689,1689
42842,A70485,1679,1679
42843,A70493,1683,1683
42844,A70496,1678,1678
42845,A70503,1662,1662
42846,A70514,1655,1655
42847,A70515,1688,1688
42848,A70519,1681,1681
42849,A70524,1680,1680
42850,A70528,1659,1659
42851,A70537,1700,1700
42852,A70539,1684,1684
42853,A70540,1653-1658,1658
42854,A70545,1681,1681
42855,A70547,1677,1677
42856,A70549,1685,1685
42857,A70551,1694,1694
42858,A70553,1689,1689
42859,A70554,1689,1689
42860,A70556,1645,1645
42861,A70558,1691,1691
42862,A70564,1695,1695
42863,A70573,1687,1687
42864,A70574,1680,1680
42865,A70575,1671,1671
42866,A70584,1695,1695
42867,A70613,1680,1680
42868,A70615,1676,1676
42869,A70617,1647,1647
42870,A70620,1682,1682
42871,A70628,1680,1680
42872,A70630,1641,1641
42873,A70632,1674,1674
42874,A70633,1698,1698
42875,A70635,1665,1665
42876,A70640,1689,1689
42877,A70642,1674,1674
42878,A70647,1689,1689
42879,A70652,1689,1689
42880,A70655,1673,1673
42881,A70658,1665,1665
42882,A70661,1677,1677
42883,A70666,1660,1660
42884,A70673,1690,1690
42885,A70676,1681,1681
42886,A70682,1680,1680
42887,A70686,1683,1683
42888,A70687,1691,1691
42889,A70690,1691,1691
42890,A70693,1677,1677
42891,A70697,1641,1641
42892,A70699,1660,1660
42893,A70705,1689,1689
42894,A70712,1687,1687
42895,A70713,1644,1644
42896,A70715,1693,1693
42897,A70718,1671,1671
42898,A70721,1681,1681
42899,A70729,1643,1643
42900,A70731,1682,1682
42901,A70732,1697,1697
42902,A70734,1682,1682
42903,A70735,1670,1670
42904,A70737,1675,1675
42905,A70739,1672,1672
42906,A70743,1680,1680
42907,A70747,1660,1660
42908,A70748,1690,1690
42909,A70750,1682,1682
42910,A70752,1679,1679
42911,A70765,1642,1642
42912,A70775,1685,1685
42913,A70776,1650,1650
42914,A70781,1670,1670
42915,A70782,1660,1660
42916,A70783,1645,1645
42917,A70785,1641,1641
42918,A70787,1643,1643
42919,A70791,1698,1698
42920,A70792,1687,1687
42921,A70798,1680,1680
42922,A70806,1641,1641
42923,A70807,1680,1680
42924,A70810,1698,1698
42925,A70816,1644,1644
42926,A70819,1651,1651
42927,A70820,1688,1688
42928,A70821,1688,1688
42929,A70823,1653,1653
42930,A70832,1691,1691
42931,A70835,1680,1680
42932,A70846,1673,1673
42933,A70847,1690,1690
42934,A70850,1673,1673
42935,A70853,1693,1693
42936,A70855,1666,1666
42937,A70856,1642,1642
42938,A70857,1667,1667
42939,A70858,1667,1667
42940,A70859,1644,1644
42941,A70860,1675,1675
42942,A70862,1681,1681
42943,A70878,1687,1687
42944,A70881,1641,1641
42945,A70887,1667,1667
42946,A70892,1641,1641
42947,A70897,1679,1679
42948,A70901,1687,1687
42949,A70902,1690,1690
42950,A70907,1673,1673
42951,A70911,1675,1675
42952,A70912,1672,1672
42953,A70915,1698,1698
42954,A70917,1651,1651
42955,A70923,1689,1689
42956,A70936,1687,1687
42957,A70938,1644,1644
42958,A70940,1662,1662
42959,A70941,1650,1650
42960,A70945,1656,1656
42961,A70950,1680,1680
42962,A70955,1687,1687
42963,A70956,1683,1683
42964,A70965,1682,1682
42965,A70967,1655,1655
42966,A70969,1648,1648
42967,A70970,1700,1700
42968,A70971,1644,1644
42969,A70977,1691,1691
42970,A70979,1680,1680
42971,A70981,1643,1643
42972,A71006,1672,1672
42973,A71013,1677,1677
42974,A71021,1676,1676
42975,A71022,1688,1688
42976,A71031,1667,1667
42977,A71032,1660,1660
42978,A71035,1645,1645
42979,A71036,1644,1644
42980,A71042,1662,1662
42981,A71049,1679,1679
42982,A71065,1642,1642
42983,A71076,1642,1642
42984,A71078,1676,1676
42985,A71080,1691,1691
42986,A71085,1644,1644
42987,A71094,1696,1696
42988,A71096,1651,1651
42989,A71098,1671,1671
42990,A71105,1655,1655
42991,A71120,1648,1648
42992,A71123,1641,1641
42993,A71130,1681,1681
42994,A71133,1693,1693
42995,A71143,1642,1642
42996,A71145,1678,1678
42997,A71147,1681,1681
42998,A71150,1641,1641
42999,A71157,1681,1681
43000,A71161,1695,1695
43001,A71164,1661,1661
43002,A71165,1689,1689
43003,A71168,1659,1659
43004,A71183,1690,1690
43005,A71196,1691,1691
43006,A71198,1679,1679
43007,A71202,1685,1685
43008,A71204,1700,1700
43009,A71205,1679,1679
43010,A71207,1644,1644
43011,A71214,1690,1690
43012,A71218,1650,1650
43013,A71222,1696,1696
43014,A71223,1661,1661
43015,A71225,1679,1679
43016,A71231,1666,1666
43017,A71233,1657,1657
43018,A71238,1680-1690,1690
43019,A71250,1687,1687
43020,A71253,1663,1663
43021,A71263,1679,1679
43022,A71272,1661,1661
43023,A71279,1688,1688
43024,A71282,1643,1643
43025,A71285,1674,1674
43026,A71287,1683,1683
43027,A71289,1685,1685
43028,A71300,1699,1699
43029,A72003,1565,1565
43030,A72019,1604,1604
43031,A72029,1601,1601
43032,A72033,1638,1638
43033,A72034,1618,1618
43034,A72036,1637,1637
43035,A72050,1605,1605
43036,A72054,1633,1633
43037,A72056,1629,1629
43038,A72059,1602,1602
43039,A72063,1580,1580
43040,A72064,1619,1619
43041,A72065,1620,1620
43042,A72071,1513,1513
43043,A72079,1605,1605
43044,A72085,1592,1592
43045,A72087,1621,1621
43046,A72088,1575,1575
43047,A72089,1620,1620
43048,A72111,1630,1630
43049,A72113,1629,1629
43050,A72114,1612,1612
43051,A72118,1608,1608
43052,A72141,1565,1565
43053,A72143,1637,1637
43054,A72146,1640,1640
43055,A72160,1623,1623
43056,A72164,1614,1614
43057,A72176,1599,1599
43058,A72180,1591,1591
43059,A72181,1553,1553
43060,A72183,1601,1601
43061,A72187,1615,1615
43062,A72216,1638,1638
43063,A72217,1625,1625
43064,A72226,1594,1594
43065,A72233,1610,1610
43066,A72251,1636,1636
43067,A72255,1509,1509
43068,A72262,1609,1609
43069,A72272,1604,1604
43070,A72276,1548,1548
43071,A72300,1629,1629
43072,A72311,1607,1607
43073,A72313,1606,1606
43074,A72314,1608,1608
43075,A72329,1633,1633
43076,A72331,1638,1638
43077,A72333,1639,1639
43078,A72335,1557,1557
43079,A72336,1613,1613
43080,A72345,1634,1634
43081,A72347,1559,1559
43082,A72366,1507,1507
43083,A72375,1636,1636
43084,A72376,1638,1638
43085,A72378,1583,1583
43086,A72379,1607,1607
43087,A72393,1575,1575
43088,A72397,1625,1625
43089,A72399,1627,1627
43090,A72406,1535,1535
43091,A72407,1630,1630
43092,A72410,1600,1600
43093,A72417,1639,1639
43094,A72420,1611,1611
43095,A72431,1605,1605
43096,A72433,1616,1616
43097,A72443,1624,1624
43098,A72470,1572,1572
43099,A72473,1641,1641
43100,A72475,1624,1624
43101,A72482,1619,1619
43102,A72484,1558,1558
43103,A72485,1627,1627
43104,A72487,1616,1616
43105,A72490,1552,1552
43106,A72494,1570,1570
43107,A72495,1569,1569
43108,A72503,1592,1592
43109,A72505,1627,1627
43110,A72506,1595,1595
43111,A72509,1576,1576
43112,A72513,1636,1636
43113,A72514,1622,1622
43114,A72515,1507,1507
43115,A72523,1641,1641
43116,A72527,1635,1635
43117,A72529,1612,1612
43118,A72530,1605,1605
43119,A72536,1588,1588
43120,A72540,1613,1613
43121,A72547,1611,1611
43122,A72549,1596,1596
43123,A72554,1624,1624
43124,A72606,1604,1604
43125,A72612,1618,1618
43126,A72620,1506,1506
43127,A72732,1585,1585
43128,A72733,1586,1586
43129,A72738,1593,1593
43130,A72740,1596,1596
43131,A72746,1605,1605
43132,A72749,1613,1613
43133,A72754,1636,1636
43134,A72769,1594,1594
43135,A72773,1575,1575
43136,A72777,1611,1611
43137,A72778,1615,1615
43138,A72779,1617,1617
43139,A72780,1617,1617
43140,A72782,1623,1623
43141,A72783,1625,1625
43142,A72785,1628,1628
43143,A72788,1630,1630
43144,A72794,1635,1635
43145,A72796,1640,1640
43146,A72799,1625,1625
43147,A72800,1603,1603
43148,A72805,1605,1605
43149,A72806,1610,1610
43150,A72807,1634,1634
43151,A72808,1621,1621
43152,A72809,1621,1621
43153,A72810,1621,1621
43154,A72811,1624,1624
43155,A72812,1621,1621
43156,A72813,1621,1621
43157,A72814,1621,1621
43158,A72820,1640,1640
43159,A72821,1621,1621
43160,A72824,1555,1555
43161,A72827,1626,1626
43162,A72828,1640,1640
43163,A72833,1618,1618
43164,A72834,1629,1629
43165,A72836,1618,1618
43166,A72837,1628,1628
43167,A72838,1615,1615
43168,A72839,1625,1625
43169,A72844,1598,1598
43170,A72851,1630,1630
43171,A72855,1588,1588
43172,A72861,1603,1603
43173,A72876,1588,1588
43174,A72883,1622,1622
43175,A72884,1621,1621
43176,A72894,1581,1581
43177,A72904,1621,1621
43178,A72911,1629,1629
43179,A72916,1619,1619
43180,A72929,1618,1618
43181,A72931,1586,1586
43182,A72932,1601,1601
43183,A72935,1609,1609
43184,A72938,1622,1622
43185,A72940,1581,1581
43186,A72941,1574,1574
43187,A72942,1610,1610
43188,A72967,1614,1614
43189,A72977,1615,1615
43190,A72986,1600,1600
43191,A72989,1640,1640
43192,A72992,1616,1616
43193,A72993,1635,1635
43194,A73009,1632,1632
43195,A73031,1607,1607
43196,A73033,1639,1639
43197,A73036,1570,1570
43198,A73037,1640,1640
43199,A73038,1601,1601
43200,A73040,1628,1628
43201,A73045,1625,1625
43202,A73047,1596,1596
43203,A73048,1612,1612
43204,A73049,1621,1621
43205,A73055,1627,1627
43206,A73066,1515,1515
43207,A73069,1625,1625
43208,A73074,1614,1614
43209,A73077,1632,1632
43210,A73078,1627,1627
43211,A73088,1566,1566
43212,A73090,1520,1520
43213,A73092,1617,1617
43214,A73099,1617,1617
43215,A73102,1631,1631
43216,A73106,1625,1625
43217,A73114,1622,1622
43218,A73121,1580,1580
43219,A73126,1581,1581
43220,A73131,1624,1624
43221,A73135,1624,1624
43222,A73138,1624,1624
43223,A73149,1636,1636
43224,A73153,1635,1635
43225,A73154,1617,1617
43226,A73156,1621,1621
43227,A73162,1620,1620
43228,A73170,1625,1625
43229,A73175,1592,1592
43230,A73176,1598,1598
43231,A73178,1554,1554
43232,A73183,1625,1625
43233,A73186,1626,1626
43234,A73187,1625,1625
43235,A73188,1625,1625
43236,A73189,1625,1625
43237,A73190,1631,1631
43238,A73192,1624,1624
43239,A73194,1616,1616
43240,A73195,1614,1614
43241,A73201,1594,1594
43242,A73233,1617,1617
43243,A73259,1617,1617
43244,A73261,1640,1640
43245,A73267,1610,1610
43246,A73281,1623,1623
43247,A73282,1631,1631
43248,A73284,1639,1639
43249,A73285,1639,1639
43250,A73288,1630,1630
43251,A73293,1624,1624
43252,A73300,1634,1634
43253,A73301,1637,1637
43254,A73302,1588,1588
43255,A73317,1613,1613
43256,A73318,1544,1544
43257,A73323,1609,1609
43258,A73324,1639,1639
43259,A73329,1700,1700
43260,A73334,1566,1566
43261,A73348,1579,1579
43262,A73360,1606,1606
43263,A73370,1622,1622
43264,A73373,1611,1611
43265,A73378,1632,1632
43266,A73382,1636,1636
43267,A73387,1641,1641
43268,A73391,1635,1635
43269,A73399,1637,1637
43270,A73418,1619,1619
43271,A73425,1586,1586
43272,A73426,1602,1602
43273,A73427,1607,1607
43274,A73451,1608,1608
43275,A73454,1601,1601
43276,A73456,1600,1600
43277,A73459,1636,1636
43278,A73472,1636,1636
43279,A73478,1586,1586
43280,A73502,1542,1542
43281,A73508,1536,1536
43282,A73514,1549,1549
43283,A73518,1602,1602
43284,A73520,1585,1585
43285,A73521,1634,1634
43286,A73532,1613,1613
43287,A73533,1637,1637
43288,A73539,1621,1621
43289,A73542,1584,1584
43290,A73546,1640,1640
43291,A73547,1621,1621
43292,A73560,1610,1610
43293,A73566,1569,1569
43294,A73571,1608,1608
43295,A73575,1589,1589
43296,A73585,1588,1588
43297,A73587,1561,1561
43298,A73588,1607,1607
43299,A73589,1597,1597
43300,A73593,1606,1606
43301,A73600,1619,1619
43302,A73612,1619,1619
43303,A73613,1540,1540
43304,A73631,1638,1638
43305,A73685,1637,1637
43306,A73698,1599,1599
43307,A73702,1640,1640
43308,A73704,1634,1634
43309,A73706,1617,1617
43310,A73707,1622,1622
43311,A73721,1640,1640
43312,A73731,1537,1537
43313,A73737,1602,1602
43314,A73748,1596,1596
43315,A73749,1621,1621
43316,A73751,1624,1624
43317,A73755,1618,1618
43318,A73756,1605,1605
43319,A73757,1611,1611
43320,A73761,1640,1640
43321,A73762,1621,1621
43322,A73765,1620,1620
43323,A73774,1506,1506
43324,A73775,1507,1507
43325,A73778,1625,1625
43326,A73785,1610,1610
43327,A73786,1624,1624
43328,A73787,1623,1623
43329,A73789,1620,1620
43330,A73793,1636,1636
43331,A73805,1624,1624
43332,A73827,1630,1630
43333,A73828,1630,1630
43334,A73829,1625,1625
43335,A73830,1615,1615
43336,A73831,1625,1625
43337,A73832,1614,1614
43338,A73836,1614,1614
43339,A73841,1608,1608
43340,A73846,1508-1509,1509
43341,A73848,1625,1625
43342,A73849,1624,1624
43343,A73859,1572,1572
43344,A73862,1604,1604
43345,A73871,1614,1614
43346,A73872,1622,1622
43347,A73873,1587,1587
43348,A73876,1625,1625
43349,A73880,1594,1594
43350,A73881,1624,1624
43351,A73882,1633,1633
43352,A73885,1640,1640
43353,A73899,1633,1633
43354,A73904,1604,1604
43355,A73905,1627,1627
43356,A73908,1637,1637
43357,A73921,1626,1626
43358,A73929,1641,1641
43359,A73930,1640,1640
43360,A73936,1562,1562
43361,A73937,1563,1563
43362,A73941,1563,1563
43363,A73942,1564,1564
43364,A73944,1569,1569
43365,A73945,1569,1569
43366,A73949,1568,1568
43367,A73952,1591,1591
43368,A73954,1600,1600
43369,A73956,1601,1601
43370,A73958,1603,1603
43371,A73959,1604,1604
43372,A73961,1605,1605
43373,A73962,1605,1605
43374,A73966,1609,1609
43375,A73967,1610,1610
43376,A73969,1611,1611
43377,A73979,1625,1625
43378,A73981,1626,1626
43379,A73983,1626,1626
43380,A73985,1630,1630
43381,A73987,1630,1630
43382,A73988,1630,1630
43383,A73990,1630,1630
43384,A73991,1630,1630
43385,A73993,1637,1637
43386,A73997,1604,1604
43387,A74002,1618,1618
43388,A74011,1563,1563
43389,A74017,1563,1563
43390,A74019,1575,1575
43391,A74028,1545,1545
43392,A74033,1570,1570
43393,A74034,1552,1552
43394,A74038,1555,1555
43395,A74040,1559,1559
43396,A74082,1700,1700
43397,A74083,1655,1655
43398,A74084,1649,1649
43399,A74085,1649,1649
43400,A74086,1660,1660
43401,A74108,1648,1648
43402,A74111,1648,1648
43403,A74113,1648,1648
43404,A74114,1648,1648
43405,A74115,1648,1648
43406,A74117,1648,1648
43407,A74119,1649,1649
43408,A74120,1648,1648
43409,A74124,1650,1650
43410,A74127,1649,1649
43411,A74130,1651,1651
43412,A74133,1653,1653
43413,A74143,1655,1655
43414,A74144,1655,1655
43415,A74145,1655,1655
43416,A74148,1655,1655
43417,A74151,1655,1655
43418,A74157,1657,1657
43419,A74158,1657,1657
43420,A74159,1655,1655
43421,A74160,1655,1655
43422,A74161,1655,1655
43423,A74165,1659,1659
43424,A74173,1660,1660
43425,A74175,1660,1660
43426,A74176,1660,1660
43427,A74177,1660,1660
43428,A74188,1660,1660
43429,A74192,1660,1660
43430,A74195,1660,1660
43431,A74196,1660,1660
43432,A74197,1660,1660
43433,A74231,1643,1643
43434,A74245,1643,1643
43435,A74247,1659,1659
43436,A74249,1659,1659
43437,A74250,1660,1660
43438,A74254,1659,1659
43439,A74259,1660,1660
43440,A74260,1660,1660
43441,A74263,1660,1660
43442,A74264,1660,1660
43443,A74265,1660,1660
43444,A74266,1660,1660
43445,A74267,1661,1661
43446,A74271,1641,1641
43447,A74273,1641,1641
43448,A74280,1642,1642
43449,A74292,1649,1649
43450,A74294,1649,1649
43451,A74297,1649,1649
43452,A74298,1649,1649
43453,A74304,1649,1649
43454,A74305,1649,1649
43455,A74311,1649,1649
43456,A74314,1649,1649
43457,A74322,1649,1649
43458,A74327,1649,1649
43459,A74328,1649,1649
43460,A74331,1649,1649
43461,A74332,1649,1649
43462,A74333,1649,1649
43463,A74336,1649,1649
43464,A74343,1649,1649
43465,A74346,1649,1649
43466,A74350,1649,1649
43467,A74352,1649,1649
43468,A74354,1650,1650
43469,A74355,1650,1650
43470,A74356,1650,1650
43471,A74358,1650,1650
43472,A74361,1650,1650
43473,A74362,1650,1650
43474,A74363,1650,1650
43475,A74365,1650,1650
43476,A74371,1650,1650
43477,A74375,1650,1650
43478,A74376,1650,1650
43479,A74377,1650,1650
43480,A74378,1650,1650
43481,A74381,1650,1650
43482,A74385,1650,1650
43483,A74387,1650,1650
43484,A74389,1650,1650
43485,A74390,1650,1650
43486,A74392,1650,1650
43487,A74395,1650,1650
43488,A74399,1650,1650
43489,A74400,1650,1650
43490,A74401,1650,1650
43491,A74408,1651,1651
43492,A74411,1651,1651
43493,A74417,1651,1651
43494,A74418,1651,1651
43495,A74424,1651,1651
43496,A74428,1651,1651
43497,A74431,1651,1651
43498,A74432,1651,1651
43499,A74433,1651,1651
43500,A74434,1650,1650
43501,A74436,1652,1652
43502,A74443,1652,1652
43503,A74447,1652,1652
43504,A74449,1652,1652
43505,A74451,1652,1652
43506,A74453,1652,1652
43507,A74454,1652,1652
43508,A74456,1650,1650
43509,A74460,1652,1652
43510,A74462,1652,1652
43511,A74463,1652,1652
43512,A74464,1653,1653
43513,A74467,1650,1650
43514,A74468,1653,1653
43515,A74470,1653,1653
43516,A74478,1653,1653
43517,A74485,1653,1653
43518,A74486,1653,1653
43519,A74489,1653,1653
43520,A74491,1653,1653
43521,A74494,1653,1653
43522,A74495,1654,1654
43523,A74496,1654,1654
43524,A74497,1654,1654
43525,A74498,1654,1654
43526,A74499,1654,1654
43527,A74500,1654,1654
43528,A74501,1654,1654
43529,A74502,1654,1654
43530,A74503,1654,1654
43531,A74504,1654,1654
43532,A74505,1654,1654
43533,A74506,1654,1654
43534,A74507,1654,1654
43535,A74508,1654,1654
43536,A74509,1654,1654
43537,A74510,1654,1654
43538,A74511,1654,1654
43539,A74512,1654,1654
43540,A74513,1654,1654
43541,A74514,1654,1654
43542,A74515,1653,1653
43543,A74516,1654,1654
43544,A74517,1654,1654
43545,A74518,1654,1654
43546,A74519,1654,1654
43547,A74520,1654,1654
43548,A74521,1654,1654
43549,A74522,1653,1653
43550,A74523,1653,1653
43551,A74524,1653,1653
43552,A74525,1653,1653
43553,A74526,1653,1653
43554,A74527,1654,1654
43555,A74528,1654,1654
43556,A74529,1654,1654
43557,A74532,1654,1654
43558,A74534,1654,1654
43559,A74535,1654,1654
43560,A74536,1654,1654
43561,A74538,1654,1654
43562,A74539,1654,1654
43563,A74543,1654,1654
43564,A74544,1654,1654
43565,A74546,1654,1654
43566,A74547,1654,1654
43567,A74549,1654,1654
43568,A74552,1654,1654
43569,A74553,1654,1654
43570,A74554,1654,1654
43571,A74555,1654,1654
43572,A74556,1654,1654
43573,A74557,1654,1654
43574,A74558,1654,1654
43575,A74559,1654,1654
43576,A74560,1654,1654
43577,A74561,1654,1654
43578,A74563,1654,1654
43579,A74564,1654,1654
43580,A74566,1654,1654
43581,A74567,1654,1654
43582,A74569,1654,1654
43583,A74571,1654,1654
43584,A74572,1655,1655
43585,A74574,1655,1655
43586,A74575,1655,1655
43587,A74577,1655,1655
43588,A74580,1654,1654
43589,A74582,1654,1654
43590,A74583,1654,1654
43591,A74586,1657,1657
43592,A74588,1657,1657
43593,A74590,1655,1655
43594,A74591,1655,1655
43595,A74593,1656,1656
43596,A74594,1656,1656
43597,A74595,1656,1656
43598,A74596,1656,1656
43599,A74599,1659,1659
43600,A74607,1661,1661
43601,A74608,1661,1661
43602,A74609,1640,1640
43603,A74610,1642,1642
43604,A74618,1642,1642
43605,A74620,1643,1643
43606,A74622,1643,1643
43607,A74623,1647,1647
43608,A74632,1652,1652
43609,A74633,1642,1642
43610,A74635,1642,1642
43611,A74636,1652,1652
43612,A74637,1652,1652
43613,A74638,1642,1642
43614,A74644,1650,1650
43615,A74645,1641,1641
43616,A74649,1649,1649
43617,A74651,1651,1651
43618,A74652,1652,1652
43619,A74654,1649,1649
43620,A74655,1653,1653
43621,A74656,1654,1654
43622,A74657,1642,1642
43623,A74660,1653,1653
43624,A74662,1642,1642
43625,A74667,1653,1653
43626,A74670,1657,1657
43627,A74671,1656,1656
43628,A74674,1641,1641
43629,A74676,1657,1657
43630,A74681,1641,1641
43631,A74683,1641,1641
43632,A74684,1660,1660
43633,A74686,1660,1660
43634,A74688,1658,1658
43635,A74691,1659,1659
43636,A74692,1641,1641
43637,A74694,1641,1641
43638,A74697,1659,1659
43639,A74698,1660,1660
43640,A74704,1658,1658
43641,A74706,1655,1655
43642,A74707,1641,1641
43643,A74709,1641,1641
43644,A74716,1660,1660
43645,A74717,1659,1659
43646,A74718,1660,1660
43647,A74720,1659,1659
43648,A74721,1660,1660
43649,A74722,1653,1653
43650,A74728,1643,1643
43651,A74731,1644,1644
43652,A74733,1645,1645
43653,A74734,1645,1645
43654,A74749,1644,1644
43655,A74751,1644,1644
43656,A74755,1646,1646
43657,A74757,1646,1646
43658,A74761,1644,1644
43659,A74767,1647,1647
43660,A74774,1647,1647
43661,A74778,1644,1644
43662,A74782,1648,1648
43663,A74785,1647,1647
43664,A74788,1648,1648
43665,A74789,1648,1648
43666,A74791,1648,1648
43667,A74793,1648,1648
43668,A74795,1648,1648
43669,A74796,1648,1648
43670,A74801,1648,1648
43671,A74802,1648,1648
43672,A74806,1644,1644
43673,A74807,1644,1644
43674,A74813,1649,1649
43675,A74819,1649,1649
43676,A74820,1649,1649
43677,A74823,1648,1648
43678,A74825,1649,1649
43679,A74835,1649,1649
43680,A74840,1649,1649
43681,A74841,1649,1649
43682,A74843,1649,1649
43683,A74852,1650,1650
43684,A74853,1643,1643
43685,A74854,1650,1650
43686,A74855,1650,1650
43687,A74856,1643,1643
43688,A74859,1651-1652,1652
43689,A74863,1651,1651
43690,A74864,1651,1651
43691,A74865,1652,1652
43692,A74866,1652,1652
43693,A74868,1652,1652
43694,A74870,1652,1652
43695,A74871,1652,1652
43696,A74872,1652,1652
43697,A74873,1652,1652
43698,A74874,1652,1652
43699,A74875,1652,1652
43700,A74876,1652,1652
43701,A74883,1653,1653
43702,A74888,1653,1653
43703,A74895,1653,1653
43704,A74896,1653,1653
43705,A74899,1653,1653
43706,A74901,1653,1653
43707,A74906,1653,1653
43708,A74910,1654,1654
43709,A74916,1658,1658
43710,A74917,1658,1658
43711,A74923,1660,1660
43712,A74924,1659,1659
43713,A74927,1653,1653
43714,A74931,1654,1654
43715,A74932,1654,1654
43716,A74934,1655,1655
43717,A74936,1655,1655
43718,A74937,1655,1655
43719,A74940,1655,1655
43720,A74944,1656,1656
43721,A74950,1644,1644
43722,A74953,1657,1657
43723,A74960,1659,1659
43724,A74963,1659,1659
43725,A74964,1643,1643
43726,A74974,1646,1646
43727,A74975,1646,1646
43728,A74979,1658,1658
43729,A74984,1659,1659
43730,A74986,1648,1648
43731,A74987,1683,1683
43732,A74991,1659,1659
43733,A74992,1653,1653
43734,A74993,1699,1699
43735,A74995,1658,1658
43736,A74996,1680,1680
43737,A74998,1653,1653
43738,A74999,1662,1662
43739,A75003,1684,1684
43740,A75032,1700,1700
43741,A75034,1647,1647
43742,A75041,1693,1693
43743,A75048,1689,1689
43744,A75049,1663,1663
43745,A75057,1644,1644
43746,A75062,1675,1675
43747,A75074,1655,1655
43748,A75082,1649,1649
43749,A75089,1683,1683
43750,A75102,1650,1650
43751,A75104,1649,1649
43752,A75109,1659,1659
43753,A75116,1691,1691
43754,A75117,1689,1689
43755,A75118,1690,1690
43756,A75119,1693,1693
43757,A75120,1694,1694
43758,A75121,1698,1698
43759,A75122,1699,1699
43760,A75123,1700,1700
43761,A75124,1671,1671
43762,A75126,1699,1699
43763,A75139,1685,1685
43764,A75140,1691,1691
43765,A75141,1700,1700
43766,A75143,1653,1653
43767,A75144,1659,1659
43768,A75145,1691,1691
43769,A75149,1643,1643
43770,A75159,1681,1681
43771,A75168,1694,1694
43772,A75191,1680,1680
43773,A75204,1700,1700
43774,A75206,1691,1691
43775,A75208,1689,1689
43776,A75212,1656,1656
43777,A75218,1654,1654
43778,A75219,1681,1681
43779,A75220,1682,1682
43780,A75222,1691,1691
43781,A75223,1697,1697
43782,A75227,1696,1696
43783,A75232,1693,1693
43784,A75245,1690,1690
43785,A75256,1690,1690
