index,TCP_Number,Year,cleaned_year
4422,A15389,1552,1552
4423,A15393,1630,1630
4424,A15395,1603,1603
4425,A15396,1602,1602
4426,A15397,1590,1590
4427,A15398,1603,1603
4428,A15400,1607,1607
4429,A15403,1614,1614
4430,A15408,1633,1633
4431,A15414,1611,1611
4432,A15415,1610,1610
4433,A15418,1604,1604
4434,A15419,1607,1607
4435,A15420,1603,1603
4436,A15422,1592,1592
4437,A15427,1598,1598
4438,A15431,1593,1593
4439,A15434,1604,1604
4440,A15435,1613,1613
4441,A15438,1568,1568
4442,A15440,1573,1573
4443,A15441,1579,1579
4444,A15442,1575,1575
4445,A15453,1625,1625
4446,A15459,1628,1628
4447,A15462,1628,1628
4448,A15466,1590,1590
4449,A15467,1591,1591
4450,A15469,1635,1635
4451,A15487,1594,1594
4452,A15498,1591,1591
4453,A15501,1566,1566
4454,A15504,1625,1625
4455,A15505,1631,1631
4456,A15506,1608,1608
4457,A15507,1622,1622
4458,A15515,1594,1594
4459,A15516,1595,1595
4460,A15517,1590,1590
4461,A15519,1592,1592
4462,A15520,1612,1612
4463,A15524,1614,1614
4464,A15525,1614,1614
4465,A15527,1620,1620
4466,A15529,1615,1615
4467,A15530,1553,1553
4468,A15531,1560,1560
4469,A15532,1483,1483
4470,A15541,1572,1572
4471,A15542,1551,1551
4472,A15549,1606,1606
4473,A15556,1550,1550
4474,A15587,1551,1551
4475,A15588,1485,1485
4476,A15589,1621,1621
4477,A15591,1624,1624
4478,A15592,1621,1621
4479,A15595,1562,1562
4480,A15604,1634,1634
4481,A15606,1640,1640
4482,A15608,1613,1613
4483,A15621,1585,1585
4484,A15622,1588,1588
4485,A15623,1613,1613
4486,A15627,1628,1628
4487,A15631,1635,1635
4488,A15635,1613,1613
4489,A15636,1620,1620
4490,A15639,1622,1622
4491,A15642,1619,1619
4492,A15647,1623,1623
4493,A15651,1612,1612
4494,A15652,1614,1614
4495,A15655,1624,1624
4496,A15656,1615,1615
4497,A15659,1621,1621
4498,A15662,1621,1621
4499,A15670,1640,1640
4500,A15679,1621,1621
4501,A15680,1687,1687
4502,A15681,1618,1618
4503,A15685,1634,1634
4504,A15689,1640,1640
4505,A15692,1605,1605
4506,A15697,1605,1605
4507,A15699,1635,1635
4508,A15710,1634,1634
4509,A15725,1640,1640
4510,A15732,1615,1615
4511,A15735,1606,1606
4512,A15739,1608,1608
4513,A15742,1624,1624
4514,A15746,1628,1628
4515,A15748,1596,1596
4516,A15751,1627,1627
4517,A15752,1614,1614
4518,A15754,1589,1589
4519,A15760,1590,1590
4520,A15761,1589,1589
4521,A15762,1591,1591
4522,A15765,1589,1589
4523,A15791,1621,1621
4524,A15792,1635,1635
4525,A15793,1545,1545
4526,A15796,1627,1627
4527,A15801,1592,1592
4528,A15803,1623,1623
4529,A15807,1632,1632
4530,A15808,1532,1532
4531,A15814,1601,1601
4532,A15817,1582,1582
4533,A15818,1582,1582
4534,A15830,1615,1615
4535,A15833,1597,1597
4536,A15842,1635,1635
4537,A15843,1608,1608
4538,A15845,1638,1638
4539,A15848,1636,1636
4540,A15852,1630,1630
4541,A15863,1581,1581
4542,A15866,1638,1638
4543,A15870,1613,1613
4544,A15873,1639,1639
4545,A15877,1548,1548
4546,A15903,1633,1633
4547,A15968,1549,1549
4548,A15970,1567,1567
4549,A15971,1483,1483
4550,A15972,1603,1603
4551,A15976,1632,1632
4552,A15978,1575,1575
4553,A15979,1566,1566
4554,A15980,1590,1590
4555,A15986,1550,1550
4556,A15987,1549,1549
4557,A15990,1498,1498
4558,A15991,1603,1603
4559,A15992,1621,1621
4560,A15995,1534,1534
4561,A15997,1606,1606
4562,A15998,1596,1596
4563,A16000,1531,1531
4564,A16017,1538,1538
4565,A16026,1498,1498
4566,A16033,1497,1497
4567,A16036,1548,1548
4568,A16039,1497,1497
4569,A16041,1497,1497
4570,A16049,1582,1582
4571,A16053,1623,1623
4572,A16065,1544,1544
4573,A16068,1558,1558
4574,A16078,1584,1584
4575,A16081,1538,1538
4576,A16087,1540,1540
4577,A16091,1542,1542
4578,A16101,1553,1553
4579,A16102,1592,1592
4580,A16106,1578,1578
4581,A16110,1639,1639
4582,A16112,1560,1560
4583,A16113,1569,1569
4584,A16116,1530,1530
4585,A16122,1529,1529
4586,A16126,1579,1579
4587,A16131,1570,1570
4588,A16133,1556,1556
4589,A16136,1605,1605
4590,A16139,1584,1584
4591,A16144,1599,1599
4592,A16145,1593,1593
4593,A16148,1603,1603
4594,A16151,1604,1604
4595,A16152,1585,1585
4596,A16156,1635,1635
4597,A16157,1632,1632
4598,A16158,1563,1563
4599,A16159,1571,1571
4600,A16161,1635,1635
4601,A16166,1606,1606
4602,A16167,1569,1569
4603,A16168,1640,1640
4604,A16175,1581,1581
4605,A16183,1609,1609
4606,A16184,1607,1607
4607,A16186,1587,1587
4608,A16191,1569,1569
4609,A16192,1603,1603
4610,A16193,1597,1597
4611,A16196,1590,1590
4612,A16198,1596,1596
4613,A16202,1595,1595
4614,A16204,1639,1639
4615,A16206,1581,1581
4616,A16207,1610,1610
4617,A16208,1578,1578
4618,A16212,1620,1620
4619,A16214,1481,1481
4620,A16216,1636,1636
4621,A16218,1617,1617
4622,A16220,1589,1589
4623,A16221,1594,1594
4624,A16229,1566,1566
4625,A16236,1602,1602
4626,A16237,1574,1574
4627,A16240,1569,1569
4628,A16241,1566,1566
4629,A16245,1600,1600
4630,A16246,1591,1591
4631,A16247,1624,1624
4632,A16248,1620,1620
4633,A16251,1494,1494
4634,A16257,1571,1571
4635,A16259,1532,1532
4636,A16260,1565,1565
4637,A16261,1525,1525
4638,A16262,1562,1562
4639,A16263,1574,1574
4640,A16264,1626,1626
4641,A16265,1537,1537
4642,A16269,1600,1600
4643,A16273,1600,1600
4644,A16275,1606,1606
4645,A16276,1624,1624
4646,A16278,1570,1570
4647,A16280,1548,1548
4648,A16282,1611,1611
4649,A16284,1478,1478
4650,A16289,1535,1535
4651,A16292,1540,1540
4652,A16293,1553,1553
4653,A16294,1620,1620
4654,A16302,1620,1620
4655,A16303,1620,1620
4656,A16304,1598,1598
4657,A16306,1629,1629
4658,A16308,1610,1610
4659,A16309,1624,1624
4660,A16314,1634,1634
4661,A16315,1638,1638
4662,A16316,1640,1640
4663,A16317,1611,1611
4664,A16325,1630,1630
4665,A16330,1631,1631
4666,A16333,1632,1632
4667,A16337,1637,1637
4668,A16338,1626,1626
4669,A16342,1635,1635
4670,A16347,1494,1494
4671,A16360,1534,1534
4672,A16364,1555,1555
4673,A16366,1555,1555
4674,A16369,1557,1557
4675,A16382,1622,1622
4676,A16385,1477-1478,1478
4677,A16386,1492,1492
4678,A16392,1496,1496
4679,A16393,1589,1589
4680,A16395,1556,1556
4681,A16401,1595,1595
4682,A16407,1546,1546
4683,A16411,1579,1579
4684,A16433,1585,1585
4685,A16439,1565,1565
4686,A16444,1534,1534
4687,A16459,1581,1581
4688,A16471,1547,1547
4689,A16475,1547,1547
4690,A16477,1572,1572
4691,A16482,1601,1601
4692,A16485,1600,1600
4693,A16489,1630,1630
4694,A16490,1606,1606
4695,A16496,1577,1577
4696,A16498,1589,1589
4697,A16499,1630,1630
4698,A16500,1571,1571
4699,A16501,1571,1571
4700,A16502,1602,1602
4701,A16507,1630,1630
4702,A16508,1587,1587
4703,A16509,1590,1590
4704,A16510,1574,1574
4705,A16518,1578,1578
4706,A16521,1616,1616
4707,A16522,1615,1615
4708,A16534,1628,1628
4709,A16535,1629,1629
4710,A16536,1639,1639
4711,A16537,1640,1640
4712,A16539,1629,1629
4713,A16541,1629,1629
4714,A16547,1610,1610
4715,A16549,1610,1610
4716,A16554,1613,1613
4717,A16556,1615,1615
4718,A16557,1615,1615
4719,A16559,1613,1613
4720,A16562,1631,1631
4721,A16571,1561,1561
4722,A16573,1559,1559
4723,A16576,1555,1555
4724,A16577,1564,1564
4725,A16580,1562,1562
4726,A16588,1561,1561
4727,A16590,1553,1553
4728,A16597,1556,1556
4729,A16601,1631,1631
4730,A16603,1609,1609
4731,A16614,1621,1621
4732,A16616,1620,1620
4733,A16622,1638,1638
4734,A16626,1618,1618
4735,A16627,1633,1633
4736,A16629,1625,1625
4737,A16631,1632,1632
4738,A16634,1614,1614
4739,A16635,1507,1507
4740,A16636,1598,1598
4741,A16638,1509,1509
4742,A16642,1578,1578
4743,A16643,1590,1590
4744,A16647,1634,1634
4745,A16648,1635,1635
4746,A16649,1636,1636
4747,A16650,1640,1640
4748,A16651,1638,1638
4749,A16655,1606,1606
4750,A16657,1630,1630
4751,A16659,1631,1631
4752,A16660,1620,1620
4753,A16662,1611,1611
4754,A16663,1635,1635
4755,A16665,1621,1621
4756,A16668,1619,1619
4757,A16671,1614,1614
4758,A16675,1638,1638
4759,A16676,1614,1614
4760,A16679,1617,1617
4761,A16680,1638,1638
4762,A16681,1634,1634
4763,A16682,1615,1615
4764,A16683,1621,1621
4765,A16685,1640,1640
4766,A16687,1631,1631
4767,A16688,1592,1592
4768,A16690,1586,1586
4769,A16691,1588,1588
4770,A16698,1550,1550
4771,A16711,1602,1602
4772,A16718,1614,1614
4773,A16722,1630,1630
4774,A16724,1632,1632
4775,A16729,1597,1597
4776,A16730,1597,1597
4777,A16731,1591,1591
4778,A16733,1615,1615
4779,A16734,1618,1618
4780,A16737,1616,1616
4781,A16738,1616,1616
4782,A16739,1603,1603
4783,A16740,1608,1608
4784,A16741,1601,1601
4785,A16742,1601,1601
4786,A16743,1626,1626
4787,A16744,1631,1631
4788,A16745,1636,1636
4789,A16746,1577,1577
4790,A16748,1616,1616
4791,A16749,1604,1604
4792,A16750,1616,1616
4793,A16751,1605,1605
4794,A16755,1632,1632
4795,A16757,1614,1614
4796,A16758,1595,1595
4797,A16759,1600,1600
4798,A16760,1603,1603
4799,A16762,1602,1602
4800,A16765,1601,1601
4801,A16766,1602,1602
4802,A16767,1605,1605
4803,A16768,1600,1600
4804,A16770,1600,1600
4805,A16771,1600,1600
4806,A16772,1601,1601
4807,A16773,1600,1600
4808,A16774,1588,1588
4809,A16777,1599,1599
4810,A16778,1592,1592
4811,A16779,1602,1602
4812,A16785,1581,1581
4813,A16786,1606,1606
4814,A16791,1575,1575
4815,A16794,1602,1602
4816,A16795,1604,1604
4817,A16796,1587,1587
4818,A16797,1613,1613
4819,A16798,1605,1605
4820,A16799,1622,1622
4821,A16800,1600,1600
4822,A16801,1602,1602
4823,A16802,1615,1615
4824,A16804,1597,1597
4825,A16807,1612,1612
4826,A16813,1597,1597
4827,A16814,1602,1602
4828,A16815,1577,1577
4829,A16817,1636,1636
4830,A16821,1605,1605
4831,A16822,1625,1625
4832,A16823,1637,1637
4833,A16824,1562,1562
4834,A16825,1559,1559
4835,A16827,1635,1635
4836,A16829,1635,1635
4837,A16832,1587,1587
4838,A16834,1571,1571
4839,A16835,1573,1573
4840,A16851,1615,1615
4841,A16856,1605,1605
4842,A16857,1638,1638
4843,A16858,1542,1542
4844,A16863,1548,1548
4845,A16864,1622,1622
4846,A16865,1612,1612
4847,A16869,1615,1615
4848,A16874,1617,1617
4849,A16877,1612,1612
4850,A16879,1606,1606
4851,A16881,1607,1607
4852,A16884,1600,1600
4853,A16890,1622,1622
4854,A16892,1624,1624
4855,A16893,1631,1631
4856,A16895,1631,1631
4857,A16901,1610,1610
4858,A16902,1600,1600
4859,A16903,1635,1635
4860,A16906,1608,1608
4861,A16912,1591,1591
4862,A16918,1599,1599
4863,A16921,1563,1563
4864,A16922,1569,1569
4865,A16923,1640,1640
4866,A16924,1632,1632
4867,A16927,1640,1640
4868,A16936,1614,1614
4869,A16938,1613,1613
4870,A16941,1599,1599
4871,A16942,1570,1570
4872,A16944,1626,1626
4873,A16945,1553,1553
4874,A16946,1635,1635
4875,A16950,1599,1599
4876,A16951,1604,1604
4877,A16952,1609,1609
4878,A16954,1597,1597
4879,A16955,1592,1592
4880,A16956,1597,1597
4881,A16957,1611,1611
4882,A16958,1605,1605
4883,A16959,1605,1605
4884,A16964,1590,1590
4885,A16965,1603,1603
4886,A16968,1611,1611
4887,A16969,1609,1609
4888,A16970,1595,1595
4889,A16972,1595,1595
4890,A16974,1598,1598
4891,A16975,1594,1594
4892,A16976,1597,1597
4893,A16979,1605,1605
4894,A16984,1612,1612
4895,A16985,1613,1613
4896,A16986,1610,1610
4897,A16987,1590,1590
4898,A16991,1609,1609
4899,A16992,1612,1612
4900,A16993,1611,1611
4901,A16995,1609,1609
4902,A16996,1610,1610
4903,A16998,1605,1605
4904,A16999,1605,1605
4905,A17000,1611,1611
4906,A17001,1610,1610
4907,A17002,1594,1594
4908,A17005,1591,1591
4909,A17006,1609,1609
4910,A17007,1609,1609
4911,A17009,1591,1591
4912,A17010,1606,1606
4913,A17011,1601,1601
4914,A17014,1625,1625
4915,A17017,1603,1603
4916,A17019,1618,1618
4917,A17020,1624,1624
4918,A17025,1572,1572
4919,A17030,1612,1612
4920,A17036,1585,1585
4921,A17041,1624,1624
4922,A17042,1625,1625
4923,A17043,1614,1614
4924,A17047,1640,1640
4925,A17048,1598,1598
4926,A17050,1591,1591
4927,A17051,1617,1617
4928,A17054,1598,1598
4929,A17055,1632,1632
4930,A17059,1563,1563
4931,A17074,1638,1638
4932,A17075,1546,1546
4933,A17076,1618,1618
4934,A17081,1606,1606
4935,A17084,1549,1549
4936,A17087,1562,1562
4937,A17088,1571,1571
4938,A17090,1577,1577
4939,A17099,1571,1571
4940,A17100,1595,1595
4941,A17102,1571,1571
4942,A17119,1605,1605
4943,A17121,1631,1631
4944,A17123,1559,1559
4945,A17129,1640,1640
4946,A17136,1609,1609
4947,A17141,1536,1536
4948,A17143,1588,1588
4949,A17144,1602,1602
4950,A17151,1591,1591
4951,A17152,1578,1578
4952,A17154,1596,1596
4953,A17156,1579,1579
4954,A17157,1562,1562
4955,A17158,1564,1564
4956,A17162,1558,1558
4957,A17165,1595,1595
4958,A17167,1572,1572
4959,A17171,1543,1543
4960,A17183,1577,1577
4961,A17186,1548,1548
4962,A17188,1520,1520
4963,A17216,1547,1547
4964,A17218,1624,1624
4965,A17219,1572,1572
4966,A17222,1544,1544
4967,A17236,1589,1589
4968,A17240,1610,1610
4969,A17246,1595,1595
4970,A17248,1640,1640
4971,A17257,1556,1556
4972,A17259,1595,1595
4973,A17260,1607,1607
4974,A17263,1596,1596
4975,A17281,1581,1581
4976,A17286,1639,1639
4977,A17289,1640,1640
4978,A17290,1607,1607
4979,A17292,1635,1635
4980,A17294,1624,1624
4981,A17297,1628,1628
4982,A17298,1636,1636
4983,A17299,1632,1632
4984,A17300,1636,1636
4985,A17301,1631,1631
4986,A17304,1628,1628
4987,A17306,1626,1626
4988,A17307,1628,1628
4989,A17308,1629,1629
4990,A17309,1628,1628
4991,A17310,1621,1621
4992,A17318,1593,1593
4993,A17319,1591,1591
4994,A17320,1608,1608
4995,A17321,1594,1594
4996,A17322,1592,1592
4997,A17324,1598,1598
4998,A17326,1594,1594
4999,A17328,1595,1595
5000,A17330,1602,1602
5001,A17331,1590,1590
5002,A17337,1596,1596
5003,A17340,1531,1531
5004,A17341,1526,1526
5005,A17344,1636,1636
5006,A17345,1614,1614
5007,A17357,1623,1623
5008,A17373,1599,1599
5009,A17374,1621,1621
5010,A17384,1623,1623
5011,A17385,1637,1637
5012,A17386,1618,1618
5013,A17387,1618,1618
5014,A17389,1615,1615
5015,A17393,1582,1582
5016,A17397,1630,1630
5017,A17400,1618,1618
5018,A17408,1619,1619
5019,A17409,1625,1625
5020,A17410,1619,1619
5021,A17411,1617,1617
5022,A17412,1626,1626
5023,A17416,1614,1614
5024,A17420,1595,1595
5025,A17422,1630,1630
5026,A17446,1540,1540
5027,A17450,1579,1579
5028,A17451,1629,1629
5029,A17452,1637,1637
5030,A17453,1637,1637
5031,A17454,1613,1613
5032,A17460,1620,1620
5033,A17462,1579,1579
5034,A17476,1634,1634
5035,A17478,1574,1574
5036,A17480,1630,1630
5037,A17485,1609,1609
5038,A17486,1582,1582
5039,A17489,1579,1579
5040,A17500,1625,1625
5041,A17505,1603,1603
5042,A17509,1633,1633
5043,A17511,1560,1560
5044,A17512,1632,1632
5045,A17516,1591,1591
5046,A17521,1565,1565
5047,A17525,1600,1600
5048,A17534,1578,1578
5049,A17535,1552,1552
5050,A17539,1576,1576
5051,A17556,1555,1555
5052,A17571,1621,1621
5053,A17572,1620,1620
5054,A17574,1624,1624
5055,A17575,1624,1624
5056,A17576,1628,1628
5057,A17581,1635,1635
5058,A17583,1619,1619
5059,A17585,1638,1638
5060,A17586,1636,1636
5061,A17587,1636,1636
5062,A17588,1619,1619
5063,A17590,1577,1577
5064,A17593,1635,1635
5065,A17594,1535,1535
5066,A17595,1634,1634
5067,A17624,1605,1605
5068,A17638,1578,1578
5069,A17659,1548,1548
5070,A17662,1561,1561
5071,A17684,1567,1567
5072,A17689,1549,1549
5073,A17698,1583,1583
5074,A17705,1577,1577
5075,A17706,1574,1574
5076,A17707,1596,1596
5077,A17716,1560,1560
5078,A17717,1579,1579
5079,A17725,1584,1584
5080,A17733,1562,1562
5081,A17736,1638,1638
5082,A17737,1635,1635
5083,A17739,1585,1585
5084,A17740,1586,1586
5085,A17741,1584,1584
5086,A17742,1600,1600
5087,A17743,1590,1590
5088,A17744,1584,1584
5089,A17745,1580,1580
5090,A17746,1585,1585
5091,A17747,1630,1630
5092,A17748,1585,1585
5093,A17749,1638,1638
5094,A17750,1585,1585
5095,A17751,1600,1600
5096,A17752,1585,1585
5097,A17753,1586,1586
5098,A17754,1612,1612
5099,A17755,1590,1590
5100,A17756,1577,1577
5101,A17757,1586,1586
5102,A17758,1577,1577
5103,A17759,1584,1584
5104,A17760,1590,1590
5105,A17761,1586,1586
5106,A17763,1585,1585
5107,A17764,1590,1590
5108,A17765,1630,1630
5109,A17766,1600,1600
5110,A17767,1577,1577
5111,A17769,1600,1600
5112,A17771,1636,1636
5113,A17772,1625,1625
5114,A17788,1622,1622
5115,A17796,1628,1628
5116,A17803,1618,1618
5117,A17808,1625,1625
5118,A17810,1634,1634
5119,A17832,1637,1637
5120,A17848,1605,1605
5121,A17854,1552,1552
5122,A17855,1552,1552
5123,A17856,1552,1552
5124,A17857,1552,1552
5125,A17864,1626,1626
5126,A17865,1628,1628
5127,A17866,1635,1635
5128,A17867,1632,1632
5129,A17868,1581,1581
5130,A17869,1582,1582
5131,A17870,1582,1582
5132,A17871,1607,1607
5133,A17872,1614,1614
5134,A17874,1625,1625
5135,A17877,1602,1602
5136,A17879,1613,1613
5137,A17880,1613,1613
5138,A17881,1613,1613
5139,A17882,1617,1617
5140,A17888,1632,1632
5141,A17892,1565,1565
5142,A17900,1556,1556
5143,A17904,1609,1609
5144,A17909,1611,1611
5145,A17912,1634,1634
5146,A17914,1639,1639
5147,A17925,1605,1605
5148,A17929,1485,1485
5149,A17932,1509,1509
5150,A17935,1482,1482
5151,A17936,1633,1633
5152,A17943,1516,1516
5153,A17945,1580,1580
5154,A17946,1584,1584
5155,A17947,1573,1573
5156,A17956,1613,1613
5157,A17957,1598,1598
5158,A17958,1602,1602
5159,A17961,1640,1640
5160,A17962,1614,1614
5161,A17967,1550,1550
5162,A17971,1624,1624
5163,A17973,1626,1626
5164,A17976,1610,1610
5165,A17977,1619,1619
5166,A17981,1624,1624
5167,A17985,1606,1606
5168,A17988,1629,1629
5169,A17990,1601,1601
5170,A18003,1582,1582
5171,A18004,1572,1572
5172,A18019,1627,1627
5173,A18021,1629,1629
5174,A18025,1633,1633
5175,A18028,1635,1635
5176,A18039,1573,1573
5177,A18040,1573,1573
5178,A18042,1625,1625
5179,A18047,1599,1599
5180,A18051,1640,1640
5181,A18054,1640,1640
5182,A18057,1580,1580
5183,A18066,1581,1581
5184,A18070,1621,1621
5185,A18071,1611,1611
5186,A18083,1639,1639
5187,A18084,1622,1622
5188,A18089,1609,1609
5189,A18092,1580,1580
5190,A18093,1626,1626
5191,A18097,1576,1576
5192,A18098,1583,1583
5193,A18100,1612,1612
5194,A18103,1624,1624
5195,A18107,1624,1624
5196,A18109,1638,1638
5197,A18118,1544,1544
5198,A18128,1574,1574
5199,A18135,1561,1561
5200,A18154,1620,1620
5201,A18156,1615,1615
5202,A18164,1639,1639
5203,A18168,1617,1617
5204,A18174,1553,1553
5205,A18193,1547,1547
5206,A18219,1553,1553
5207,A18225,1621,1621
5208,A18226,1625,1625
5209,A18230,1477,1477
5210,A18231,1476,1476
5211,A18232,1483,1483
5212,A18233,1484,1484
5213,A18234,1553,1553
5214,A18238,1612,1612
5215,A18242,1624,1624
5216,A18244,1636,1636
5217,A18248,1606,1606
5218,A18258,1602,1602
5219,A18259,1620,1620
5220,A18261,1598,1598
5221,A18272,1640,1640
5222,A18292,1623,1623
5223,A18294,1477,1477
5224,A18298,1626,1626
5225,A18303,1618,1618
5226,A18304,1636,1636
5227,A18317,1611,1611
5228,A18319,1583,1583
5229,A18320,1583,1583
5230,A18322,1584,1584
5231,A18324,1584,1584
5232,A18325,1584,1584
5233,A18326,1616,1616
5234,A18329,1596,1596
5235,A18331,1631,1631
5236,A18334,1640,1640
5237,A18337,1622,1622
5238,A18343,1474,1474
5239,A18345,1635,1635
5240,A18346,1584,1584
5241,A18350,1566,1566
5242,A18353,1618,1618
5243,A18354,1625,1625
5244,A18366,1584,1584
5245,A18367,1636,1636
5246,A18369,1637,1637
5247,A18370,1638,1638
5248,A18374,1640,1640
5249,A18375,1613,1613
5250,A18384,1591,1591
5251,A18386,1600,1600
5252,A18389,1548,1548
5253,A18390,1614,1614
5254,A18391,1620,1620
5255,A18400,1605,1605
5256,A18401,1614,1614
5257,A18402,1598,1598
5258,A18403,1607,1607
5259,A18404,1608,1608
5260,A18407,1605,1605
5261,A18410,1613,1613
5262,A18411,1609,1609
5263,A18412,1614,1614
5264,A18413,1606,1606
5265,A18414,1629,1629
5266,A18415,1611,1611
5267,A18416,1613,1613
5268,A18417,1595,1595
5269,A18419,1599,1599
5270,A18420,1622,1622
5271,A18421,1613,1613
5272,A18422,1594,1594
5273,A18423,1619,1619
5274,A18424,1631,1631
5275,A18425,1631,1631
5276,A18426,1612,1612
5277,A18427,1639,1639
5278,A18428,1596,1596
5279,A18429,1635,1635
5280,A18430,1552,1552
5281,A18431,1595,1595
5282,A18437,1580,1580
5283,A18439,1581,1581
5284,A18440,1583,1583
5285,A18441,1586,1586
5286,A18451,1593,1593
5287,A18452,1485,1485
5288,A18455,1628,1628
5289,A18463,1633,1633
5290,A18464,1623,1623
5291,A18465,1623,1623
5292,A18467,1628,1628
5293,A18476,1623,1623
5294,A18477,1623,1623
5295,A18479,1568,1568
5296,A18480,1568,1568
5297,A18482,1573,1573
5298,A18484,1562,1562
5299,A18485,1589,1589
5300,A18488,1615,1615
5301,A18501,1608,1608
5302,A18507,1483,1483
5303,A18509,1566,1566
5304,A18525,1493,1493
5305,A18528,1542,1542
5306,A18548,1477,1477
5307,A18553,1483,1483
5308,A18555,1500,1500
5309,A18557,1477,1477
5310,A18559,1477,1477
5311,A18560,1530,1530
5312,A18561,1483,1483
5313,A18565,1536,1536
5314,A18566,1535,1535
5315,A18571,1548,1548
5316,A18574,1630,1630
5317,A18585,1610,1610
5318,A18586,1589,1589
5319,A18587,1579,1579
5320,A18589,1610,1610
5321,A18592,1611,1611
5322,A18594,1603,1603
5323,A18595,1593,1593
5324,A18596,1631,1631
5325,A18600,1612,1612
5326,A18601,1624,1624
5327,A18606,1622,1622
5328,A18610,1638,1638
5329,A18616,1577,1577
5330,A18617,1632,1632
5331,A18620,1629,1629
5332,A18638,1593,1593
5333,A18640,1586,1586
5334,A18644,1553,1553
5335,A18673,1548,1548
5336,A18680,1548,1548
5337,A18682,1613,1613
5338,A18687,1502,1502
5339,A18693,1576,1576
5340,A18695,1635,1635
5341,A18700,1554,1554
5342,A18701,1628,1628
5343,A18702,1610,1610
5344,A18703,1631,1631
5345,A18704,1634,1634
5346,A18722,1593,1593
5347,A18723,1566,1566
5348,A18724,1604,1604
5349,A18725,1566,1566
5350,A18726,1570,1570
5351,A18727,1552,1552
5352,A18728,1560,1560
5353,A18729,1578,1578
5354,A18730,1570,1570
5355,A18731,1586,1586
5356,A18732,1566,1566
5357,A18733,1592,1592
5358,A18734,1575,1575
5359,A18737,1579,1579
5360,A18739,1566,1566
5361,A18740,1592,1592
5362,A18741,1596,1596
5363,A18742,1578,1578
5364,A18744,1580,1580
5365,A18745,1552,1552
5366,A18746,1579,1579
5367,A18747,1579,1579
5368,A18748,1595,1595
5369,A18749,1552,1552
5370,A18750,1580,1580
5371,A18751,1593,1593
5372,A18752,1596,1596
5373,A18755,1600,1600
5374,A18760,1580,1580
5375,A18761,1578,1578
5376,A18762,1591,1591
5377,A18763,1596,1596
5378,A18764,1584,1584
5379,A18765,1604,1604
5380,A18766,1588,1588
5381,A18767,1580,1580
5382,A18769,1587,1587
5383,A18770,1595,1595
5384,A18771,1593,1593
5385,A18772,1570,1570
5386,A18804,1577,1577
5387,A18805,1550,1550
5388,A18810,1556,1556
5389,A18817,1616,1616
5390,A18843,1620,1620
5391,A18844,1561,1561
5392,A18878,1534,1534
5393,A18880,1569,1569
5394,A18883,1561,1561
5395,A18899,1619,1619
5396,A18903,1603,1603
5397,A18905,1606,1606
5398,A18907,1623,1623
5399,A18908,1600,1600
5400,A18910,1596,1596
